frame_count,ssim_top,ssim_bottom,ssim_overall,histogram_similarity
96,0.7215889692306519,0.9534978866577148,0.8885695338249207,0.9999994357048843
97,0.7167485356330872,0.9495986700057983,0.8853233456611633,0.9999983193147892
98,0.7220038771629333,0.9519851803779602,0.8879595994949341,0.999999056157863
99,0.7064970135688782,0.950371503829956,0.8828759789466858,0.9999994165802555
100,0.7162675857543945,0.9507301449775696,0.8851955533027649,0.9999991193843762
101,0.7199681401252747,0.953515350818634,0.8878117799758911,0.999998654605702
102,0.7239803671836853,0.9550380706787109,0.8890432119369507,0.9999987662413036
103,0.7121492624282837,0.9463458061218262,0.8822130560874939,0.9999990936295151
104,0.7225561141967773,0.9537341594696045,0.8885045051574707,0.9999996100915971
105,0.7154673933982849,0.9495685696601868,0.884779155254364,0.999999017783081
106,0.7211686372756958,0.9441039562225342,0.883588969707489,0.9999990090534859
107,0.7164921760559082,0.946026623249054,0.8831269145011902,0.9999991871207271
108,0.711488664150238,0.9443065524101257,0.8812717199325562,0.9999983685773786
109,0.7144250273704529,0.9494909644126892,0.884428858757019,0.9999984632929049
110,0.7264068126678467,0.953160285949707,0.8902602791786194,0.9999978623910848
111,0.7230814695358276,0.9479987621307373,0.8858317136764526,0.9999988696312438
112,0.7133472561836243,0.9402269124984741,0.8801594972610474,0.9999996890603091
113,0.7113460898399353,0.9423940181732178,0.8802193999290466,0.9999995670775614
114,0.7181955575942993,0.950968861579895,0.8869033455848694,0.9999992677797576
115,0.7206248641014099,0.9537361264228821,0.8884090781211853,0.9999992948397222
116,0.7251572608947754,0.9546452760696411,0.8894516825675964,0.9999997164567502
117,0.7146749496459961,0.9504618644714355,0.8863115906715393,0.9999996975166796
118,0.7185096144676208,0.9520084857940674,0.8875625133514404,0.9999979716551941
119,0.7166399359703064,0.9546167254447937,0.8880875110626221,0.9999984896941008
120,0.7180860042572021,0.945641815662384,0.8848487734794617,0.9999992968317419
121,0.7248184084892273,0.9465884566307068,0.8856910467147827,0.9999990786170262
122,0.7281978726387024,0.9528980851173401,0.888650119304657,0.999999059262868
123,0.7219457030296326,0.950419545173645,0.8859659433364868,0.9999993394659674
124,0.7223173379898071,0.9417556524276733,0.8843918442726135,0.9999990558000957
125,0.7171623706817627,0.9506669044494629,0.8867786526679993,0.9999984841242016
126,0.7242689728736877,0.9535825252532959,0.8882896900177002,0.9999995163008348
127,0.7191839218139648,0.9536833763122559,0.8875341415405273,0.9999993633074044
128,0.7225947380065918,0.9496975541114807,0.8865594863891602,0.9999980729639506
129,0.7190707325935364,0.9547138214111328,0.8886450529098511,0.9996787122584043
130,0.7326985001564026,0.9549476504325867,0.8938197493553162,0.9996451445284775
131,0.7423075437545776,0.9537360072135925,0.8961431384086609,0.9994911292105337
132,0.7631190419197083,0.9585701823234558,0.9051154851913452,0.9991918269986446
133,0.7752808928489685,0.9611230492591858,0.9108722805976868,0.9990097389323898
134,0.807999849319458,0.9658252000808716,0.9234563112258911,0.9982098800314447
135,0.8468640446662903,0.9740732312202454,0.9390382170677185,0.9957927176098833
136,0.8758936524391174,0.9772645235061646,0.9506421089172363,0.9991419947427751
137,0.9011938571929932,0.9817469120025635,0.960543155670166,0.9958399504475137
138,0.9011157155036926,0.9776874780654907,0.9595446586608887,0.9999118390772971
139,0.8873912692070007,0.9688734412193298,0.9509996175765991,1.0
140,0.8075175881385803,0.8919669985771179,0.867745578289032,1.0
141,0.8708691596984863,0.9681719541549683,0.9352976679801941,1.0
142,0.9900349974632263,0.9759772419929504,0.9892170429229736,1.0
143,0.9999703168869019,0.9999915361404419,0.9999944567680359,1.0
144,1.0,1.0,1.0,1.0
145,1.0,1.0,1.0,1.0
146,1.0,1.0,1.0,1.0
147,1.0,1.0,1.0,1.0
148,0.9156709909439087,1.0,0.9896105527877808,0.9999893420813617
149,0.06682924926280975,0.00013123500684741884,0.008355863392353058,0.01092000072130925
150,0.8951009511947632,0.9563997387886047,0.9610433578491211,0.9999795683062582
151,0.895568311214447,0.9575111269950867,0.9608370661735535,0.9999494009366753
152,0.8962990641593933,0.9594572186470032,0.9611558318138123,0.9999735613358178
153,0.8966638445854187,0.9611957669258118,0.9610670804977417,0.9999831310002147
154,0.8975183963775635,0.9629709720611572,0.9611759781837463,0.9999833292380489
155,0.8981561660766602,0.963649332523346,0.9610278010368347,0.9999892708390601
156,0.8984649181365967,0.9654203653335571,0.9607514142990112,0.9999900829601835
157,0.8995857238769531,0.9671823978424072,0.9607327580451965,0.9999903213843244
158,0.9007754325866699,0.9682419300079346,0.960600733757019,0.9999907933399936
159,0.901888370513916,0.9689990878105164,0.9602137804031372,0.9999911005906077
160,0.9008625149726868,0.9687067270278931,0.9588460922241211,0.9999914246781585
161,0.899015486240387,0.966280460357666,0.9560684561729431,0.999994783286628
162,0.8963370323181152,0.9632405042648315,0.9522590637207031,0.9999757907191644
163,0.8936523795127869,0.9571837186813354,0.9467933773994446,0.9999857744772935
164,0.8910984992980957,0.9535824656486511,0.9423168897628784,0.9999814092716408
165,0.8885385394096375,0.9503312110900879,0.9368676543235779,0.9998294620043928
166,0.8871070742607117,0.9476261138916016,0.9306832551956177,0.9999383424231594
167,0.8790251016616821,0.9300597310066223,0.9193986058235168,0.999914831064018
168,0.8729499578475952,0.9193382859230042,0.9112247824668884,0.9999454415433779
169,0.8707614541053772,0.9228970408439636,0.9084249138832092,0.9996914682535347
170,0.8744978904724121,0.9206133484840393,0.9064028859138489,0.9993235803839395
171,0.8750353455543518,0.9235039949417114,0.9029024243354797,0.999661635702535
172,0.878119707107544,0.92112797498703,0.893663763999939,0.9997285195670209
173,0.8813959360122681,0.9129365682601929,0.8814975023269653,0.9996755092978267
174,0.8842612504959106,0.9127159118652344,0.8773549199104309,0.9997242274664251
175,0.8835456371307373,0.9162148833274841,0.8714858293533325,0.9996545425720387
176,0.8872654438018799,0.9296977519989014,0.8693333864212036,0.9996950735236185
177,0.8869130611419678,0.9316405057907104,0.8644900321960449,0.9995172883058929
178,0.8857700228691101,0.9361529350280762,0.8639851808547974,0.9994080216656964
179,0.8865459561347961,0.9374354481697083,0.8570660352706909,0.999240531458607
180,0.8843846321105957,0.9393559098243713,0.8548444509506226,0.9994743175379367
181,0.8083816170692444,0.9422141313552856,0.8514692783355713,0.9997397458576149
182,0.8846791386604309,0.9439022541046143,0.8580770492553711,0.9994702022542992
183,0.8883615732192993,0.9471139907836914,0.8581060767173767,0.9995934947381133
184,0.8910107612609863,0.9486866593360901,0.8551063537597656,0.9995241628525702
185,0.8941600322723389,0.9481390118598938,0.8612008094787598,0.9999675637435188
186,0.8987967371940613,0.9498382806777954,0.864501953125,0.9999558046179453
187,0.9029037356376648,0.9505188465118408,0.8652138710021973,0.9999668403269756
188,0.9061849117279053,0.9503325819969177,0.8632529377937317,0.999971080765811
189,0.9115211367607117,0.9510301351547241,0.8632367849349976,0.9999547939842148
190,0.915459930896759,0.9508931040763855,0.861147403717041,0.9999502439569241
191,0.9237463474273682,0.9527992606163025,0.8678640127182007,0.9999460824914044
192,0.9345771074295044,0.9578410983085632,0.876170814037323,0.9999647182390174
193,0.9349194765090942,0.9558424353599548,0.8710561394691467,0.9999676825358488
194,0.9372828602790833,0.9554059505462646,0.8681820034980774,0.999960260466113
195,0.937942624092102,0.953991711139679,0.8652751445770264,0.9999683826202918
196,0.939165472984314,0.9543992280960083,0.8643052577972412,0.9999610177319951
197,0.9399394392967224,0.953197181224823,0.863188624382019,0.9999639356059128
198,0.9406444430351257,0.9533878564834595,0.8621859550476074,0.9999640879137219
199,0.9401336312294006,0.9525115489959717,0.8596142530441284,0.9999644307607449
200,0.9419779777526855,0.9530215263366699,0.8595588803291321,0.9999809246425637
201,0.9426485300064087,0.9514188170433044,0.8581904768943787,0.9999778220084614
202,0.942192792892456,0.9512003660202026,0.8565645217895508,0.999983460779879
203,0.9414013624191284,0.9506186246871948,0.8547634482383728,0.9999875486281706
204,0.9416609406471252,0.951638400554657,0.8541889786720276,0.999983392458415
205,0.9422670602798462,0.9511966109275818,0.8530959486961365,0.9999772599692747
206,0.9417072534561157,0.9510525465011597,0.8524513840675354,0.9999728467652254
207,0.940829873085022,0.9506122469902039,0.8514171242713928,0.999972957480207
208,0.941752552986145,0.9519421458244324,0.851610004901886,0.9999748189444806
209,0.942307710647583,0.9517642259597778,0.8516898155212402,0.9999729464781557
210,0.9419542551040649,0.9520007371902466,0.8515251278877258,0.9999752263131321
211,0.941911518573761,0.9529697895050049,0.850056529045105,0.999977284180201
212,0.9419450163841248,0.9535845518112183,0.8499926328659058,0.9999784154071267
213,0.9428676962852478,0.9540119171142578,0.8497416973114014,0.9999788766988589
214,0.9423969984054565,0.9526621103286743,0.8497040271759033,0.9999802299322613
215,0.9419651031494141,0.9526649713516235,0.8481481671333313,0.9999847500143921
216,0.9423978924751282,0.953311562538147,0.8481165766716003,0.9999744969856268
217,0.9427019953727722,0.9518856406211853,0.8478944301605225,0.9999566402144342
218,0.9418300986289978,0.9506388306617737,0.8474224805831909,0.9999824173840186
219,0.9421966075897217,0.9509255886077881,0.8486030697822571,0.9999785251558548
220,0.9420228004455566,0.9492860436439514,0.8475979566574097,0.9999876727990948
221,0.7719692587852478,0.7034330368041992,0.6146458983421326,0.9114810557282154
222,0.9093044996261597,0.791051983833313,0.8400634527206421,0.9999257400205739
223,0.9059026837348938,0.785782516002655,0.8382095098495483,0.9999663480425086
224,0.8998910784721375,0.7763853669166565,0.8371685147285461,0.9999779491066247
225,0.8972170352935791,0.7758570909500122,0.8371592164039612,0.9999589968157834
226,0.8964980244636536,0.7778460383415222,0.837320864200592,0.9999680146541887
227,0.8888084888458252,0.78367680311203,0.8389281630516052,0.9999627938769202
228,0.8824833631515503,0.7858408093452454,0.8356413245201111,0.9999618294326307
229,0.8784260749816895,0.7836432456970215,0.8357465863227844,0.9999737606141716
230,0.8730047345161438,0.7822312116622925,0.8341588377952576,0.9999511089110351
231,0.8691335916519165,0.7789835929870605,0.8334465622901917,0.9999746390414022
232,0.868017852306366,0.781093418598175,0.8325355648994446,0.9999820446190997
233,0.8651027083396912,0.7758079767227173,0.8316125273704529,0.9999710627497376
234,0.859605073928833,0.7753457427024841,0.8306025266647339,0.999984820215059
235,0.8644084334373474,0.7763893008232117,0.8313961029052734,0.9999880604921831
236,0.861913800239563,0.7760874032974243,0.8308034539222717,0.9999877003496764
237,0.853853166103363,0.7766006588935852,0.8285567164421082,0.999987836591671
238,0.8507788181304932,0.7813457250595093,0.8280069231987,0.9999825448814217
239,0.8544608950614929,0.7914168238639832,0.8337576985359192,0.9999215730139485
240,0.8580154180526733,0.7987025380134583,0.8417145013809204,0.9999899928348026
241,0.8547872304916382,0.7959943413734436,0.8382335305213928,0.9999820033540445
242,0.8516966104507446,0.7941160798072815,0.8366763591766357,0.9999800409926304
243,0.8498519062995911,0.7940922379493713,0.8374502062797546,0.9999829647028966
244,0.8476409912109375,0.7955928444862366,0.8383388519287109,0.999989092547588
245,0.8452513217926025,0.7948690056800842,0.837856113910675,0.9999727024808345
246,0.8429757952690125,0.7954264283180237,0.8394482135772705,0.9999823217955666
247,0.8415005207061768,0.7975404262542725,0.8397916555404663,0.9999799701390537
248,0.8403931260108948,0.7999502420425415,0.8419471979141235,0.9999689265929399
249,0.8381552696228027,0.802293062210083,0.8416399955749512,0.9999603818882401
250,0.8380544781684875,0.8034036755561829,0.8443724513053894,0.9999673612035839
251,0.8379055857658386,0.8074763417243958,0.8458356261253357,0.9999785648019968
252,0.8373830914497375,0.8118550777435303,0.8491039872169495,0.9999771830955982
253,0.8347899317741394,0.8119494915008545,0.8489280939102173,0.9999755696230914
254,0.8327205181121826,0.8155809640884399,0.8516243696212769,0.9999769273826906
255,0.8320738077163696,0.8174251317977905,0.8533120155334473,0.999979282056835
256,0.8332056999206543,0.8203415274620056,0.8549194931983948,0.9999878026124525
257,0.8316522836685181,0.8236648440361023,0.856265664100647,0.9999909080827697
258,0.8330607414245605,0.8265535831451416,0.8579895496368408,0.9999904568189056
259,0.8325103521347046,0.8293848633766174,0.859565019607544,0.9999926358393239
260,0.588750958442688,0.6903590559959412,0.6263788342475891,0.9646986977612204
261,0.6608033776283264,0.9130809903144836,0.7565828561782837,0.9999332488966699
262,0.6634558439254761,0.91495680809021,0.754713237285614,0.9998688127495929
263,0.6632591485977173,0.9156826734542847,0.75372713804245,0.9999302040085769
264,0.6633411049842834,0.9153562784194946,0.7516130805015564,0.9999081602396609
265,0.6680184006690979,0.9144380688667297,0.7531808018684387,0.9999239326566263
266,0.6724360585212708,0.9111714363098145,0.7517533302307129,0.9999498112439222
267,0.6734223961830139,0.9073610901832581,0.7506991028785706,0.9999290480887895
268,0.6813760995864868,0.909044623374939,0.7519439458847046,0.9999206590478723
269,0.6886669993400574,0.9089258313179016,0.752848207950592,0.9998951435014245
270,0.6944735050201416,0.9032461047172546,0.7537289261817932,0.9998988552821946
271,0.7021412253379822,0.8949042558670044,0.7558007836341858,0.9998763972161051
272,0.7077375054359436,0.888093888759613,0.7564667463302612,0.9998956004860285
273,0.7108810544013977,0.8796179294586182,0.7558980584144592,0.9999071965469326
274,0.7127172946929932,0.8746383786201477,0.7563297152519226,0.999953931116806
275,0.714381217956543,0.8694096803665161,0.7573961615562439,0.9999355532980638
276,0.7162160873413086,0.8642187714576721,0.7577199339866638,0.9999403892403391
277,0.716884970664978,0.8587406873703003,0.7565422058105469,0.9998975731165385
278,0.7181637287139893,0.8536725640296936,0.7552567720413208,0.9998930669690749
279,0.7196415662765503,0.8490535020828247,0.7560225129127502,0.9999095262929003
280,0.7185099720954895,0.8455559015274048,0.755340576171875,0.9999108377495645
281,0.7184848785400391,0.8419004082679749,0.7540097832679749,0.9998903080531953
282,0.7152311205863953,0.8341746926307678,0.7529672980308533,0.999920936165535
283,0.7143650054931641,0.8278046250343323,0.7536167502403259,0.9998960818802622
284,0.7127601504325867,0.8185445070266724,0.7526209354400635,0.9999254762129204
285,0.7075170874595642,0.811333417892456,0.749749481678009,0.9999231049169318
286,0.707323431968689,0.8022235035896301,0.7485235333442688,0.9998956153538323
287,0.7174221873283386,0.7973055243492126,0.7541513442993164,0.9998901234128875
288,0.7253462672233582,0.7965565323829651,0.7582704424858093,0.9999389774811072
289,0.7187822461128235,0.7875440716743469,0.7575371265411377,0.9999232024417404
290,0.7181258201599121,0.7809081077575684,0.7558563351631165,0.9999535284149741
291,0.7242923974990845,0.7758538126945496,0.7565094828605652,0.9999409629692599
292,0.7268810272216797,0.7690611481666565,0.7548733353614807,0.9999362382297838
293,0.7250842452049255,0.7611879706382751,0.7546766996383667,0.9999318290554896
294,0.7299198508262634,0.7551351189613342,0.7534607648849487,0.9999570243532279
295,0.7309980988502502,0.7480984926223755,0.7533843517303467,0.9999518647053924
296,0.7313969135284424,0.7416287064552307,0.7513799667358398,0.999935331961728
297,0.7364755272865295,0.7344931364059448,0.7509855031967163,0.9999532366680672
298,0.7358869314193726,0.7281675934791565,0.7515795230865479,0.9999455666261041
299,0.7416089177131653,0.7226560711860657,0.7528716921806335,0.9999373206765879
300,0.7478452324867249,0.7175393104553223,0.7520537972450256,0.9999673606974082
301,0.7554453015327454,0.7098866701126099,0.7494518160820007,0.9999624072896762
302,0.7619414329528809,0.7069123387336731,0.750152051448822,0.9999576904665701
303,0.7636155486106873,0.6970930099487305,0.7491341829299927,0.9999535975730713
304,0.7661581039428711,0.6898640394210815,0.7493759393692017,0.9999529428609509
305,0.7663225531578064,0.6814294457435608,0.7491724491119385,0.9999574987820012
306,0.7708425521850586,0.6761078834533691,0.7509118318557739,0.9999711639806679
307,0.7761181592941284,0.6715596914291382,0.7519276142120361,0.9999606723782644
308,0.7827988266944885,0.6666527390480042,0.7524814009666443,0.9999547682113922
309,0.7896179556846619,0.6633337736129761,0.7527480125427246,0.9999570067000019
310,0.7931815385818481,0.6633736491203308,0.7547610998153687,0.9999677895239933
311,0.6438863277435303,0.5866273641586304,0.6159701943397522,0.8842495146564137
312,0.7389912009239197,0.6599963307380676,0.7512871026992798,0.9998059811775204
313,0.7352253198623657,0.6447092890739441,0.7480552792549133,0.9997276136658334
314,0.7329392433166504,0.6297253966331482,0.7445734143257141,0.9998464283675705
315,0.7306501269340515,0.6189283728599548,0.7423039078712463,0.9998054041941802
316,0.7284750938415527,0.6121766567230225,0.7411987781524658,0.9997874217956817
317,0.7293992042541504,0.6084810495376587,0.7409308552742004,0.9998765182734362
318,0.7318800091743469,0.5944119095802307,0.7399473190307617,0.9998226146059079
319,0.7358364462852478,0.5831382870674133,0.7402952909469604,0.9998491476795017
320,0.7377070784568787,0.5806938409805298,0.7403450608253479,0.9998349833654558
321,0.7402651906013489,0.5817239880561829,0.7403252720832825,0.9998145857261367
322,0.7451270222663879,0.5797584652900696,0.7420109510421753,0.9998684477574289
323,0.7473543286323547,0.5796452164649963,0.7430024147033691,0.9998999886033482
324,0.7501057386398315,0.5752138495445251,0.7443044781684875,0.9998639898896067
325,0.751416027545929,0.5753276348114014,0.7454505562782288,0.99981244889711
326,0.7513189315795898,0.5760924816131592,0.7460924386978149,0.9998566455646019
327,0.7532666325569153,0.5732873678207397,0.7491449117660522,0.9998974921802701
328,0.7544386386871338,0.5795965194702148,0.7528265118598938,0.9999236670253984
329,0.7568851113319397,0.5851621627807617,0.7550975680351257,0.9998872332841746
330,0.7604150772094727,0.5901509523391724,0.7558513879776001,0.9999040623477784
331,0.7635217308998108,0.5974382758140564,0.7573086023330688,0.9999459548461386
332,0.7644179463386536,0.602526068687439,0.7593398690223694,0.9999073280296438
333,0.7645055651664734,0.6092934608459473,0.7613294720649719,0.9999295049552892
334,0.7611093521118164,0.614372730255127,0.7618183493614197,0.9998953287057792
335,0.7642903327941895,0.62827068567276,0.7687170505523682,0.9999423310241058
336,0.7668156027793884,0.6456684470176697,0.7759362459182739,0.999887538890355
337,0.7602900266647339,0.6572561264038086,0.7758952975273132,0.9999162902959213
338,0.7560798525810242,0.6690641641616821,0.7755879163742065,0.9999006082472248
339,0.7544224262237549,0.6838250756263733,0.7765737771987915,0.9998744256053097
340,0.7519322037696838,0.6951415538787842,0.7785152792930603,0.9998904284960642
341,0.7459871172904968,0.7000872492790222,0.7798132300376892,0.9998623152604149
342,0.7376925945281982,0.7090352773666382,0.780480146408081,0.9998732212006058
343,0.7336196899414062,0.7217603921890259,0.7818236351013184,0.999830483037971
344,0.7335321307182312,0.7378844022750854,0.7831389307975769,0.9998919015096244
345,0.7414368987083435,0.7533928155899048,0.7843695878982544,0.9999208092041245
346,0.7422814965248108,0.7666652798652649,0.7859374284744263,0.9998305398528085
347,0.7431647777557373,0.7787117958068848,0.787808895111084,0.9998562148714434
348,0.7462496757507324,0.7895894646644592,0.7882767915725708,0.9998946781827798
349,0.7519587874412537,0.8019484877586365,0.7904935479164124,0.9999558790651559
350,0.756822943687439,0.814224898815155,0.7944069504737854,0.9999188673764332
351,0.7587093710899353,0.8268568515777588,0.7979774475097656,0.9998738515631569
352,0.7576091289520264,0.8376474380493164,0.8011582493782043,0.999929965798968
353,0.7570303678512573,0.8458650708198547,0.8045628070831299,0.9999640890971414
354,0.7589386105537415,0.8546069264411926,0.8084368109703064,0.9999335119336754
355,0.7602627277374268,0.8630604147911072,0.8112568855285645,0.9999676083405835
356,0.7617201805114746,0.8685365915298462,0.8139557838439941,0.9999195618916531
357,0.7706149220466614,0.873863160610199,0.8171553611755371,0.999871156769609
358,0.7769169211387634,0.8787188529968262,0.8234653472900391,0.9998991258696168
359,0.7864108681678772,0.8859317302703857,0.8307536244392395,0.9998805174167567
360,0.8064494132995605,0.8960758447647095,0.8384079933166504,0.9998706531910422
361,0.8269999623298645,0.9019336104393005,0.846238374710083,0.9999188946242707
362,0.8434014916419983,0.9021413922309875,0.8536003828048706,0.9998217968973464
363,0.8640704154968262,0.893078088760376,0.8646688461303711,0.9996957049904502
364,0.8746577501296997,0.8857336640357971,0.8737183213233948,0.9998469499176268
365,0.8861865401268005,0.881574273109436,0.8807360529899597,0.9996977856545084
366,0.8948145508766174,0.8850997090339661,0.886439859867096,0.9998123652917563
367,0.9054158926010132,0.8930909633636475,0.8909912705421448,0.9996962457578957
368,0.9261570572853088,0.9040771722793579,0.8965755105018616,0.9997166449867261
369,0.9258991479873657,0.9137124419212341,0.8972352147102356,0.9998887119823876
370,0.9306070804595947,0.9169939756393433,0.8996140360832214,0.9997445473617392
371,0.9338023662567139,0.919431746006012,0.9058805704116821,0.9998762674757335
372,0.9411910176277161,0.9188529849052429,0.9134132266044617,0.9999720326440966
373,0.947625458240509,0.9180405139923096,0.9206374287605286,0.9999036939082185
374,0.9534132480621338,0.9187946319580078,0.925390362739563,0.9998093046649527
375,0.8962203860282898,0.9192593693733215,0.9163651466369629,0.9996780134479335
376,0.8433539867401123,0.9191468954086304,0.9092607498168945,0.9995383282023824
377,0.837059497833252,0.9227858185768127,0.9098438620567322,0.9996307020360263
378,0.8184581398963928,0.9248794317245483,0.9091001749038696,0.9996178042162438
379,0.8127197027206421,0.9264199733734131,0.9122035503387451,0.9996223734595415
380,0.8193870782852173,0.9317004680633545,0.9207671880722046,0.9999508118413576
381,0.8424996733665466,0.9351253509521484,0.9306651949882507,0.9999708050960736
382,0.8707018494606018,0.9382044076919556,0.9398965835571289,0.9998175398405685
383,0.9003993272781372,0.939670979976654,0.9516826272010803,0.9998455145385512
